ACK_ID,FORM_PLAN_YEAR_BEGIN_DATE,FORM_TAX_PRD,TYPE_PLAN_ENTITY_CD,TYPE_DFE_PLAN_ENTITY_CD,INITIAL_FILING_IND,AMENDED_IND,FINAL_FILING_IND,SHORT_PLAN_YR_IND,COLLECTIVE_BARGAIN_IND,F5558_APPLICATION_FILED_IND,EXT_AUTOMATIC_IND,DFVC_PROGRAM_IND,EXT_SPECIAL_IND,EXT_SPECIAL_TEXT,PLAN_NAME,SPONS_DFE_PN,PLAN_EFF_DATE,SPONSOR_DFE_NAME,SPONS_DFE_DBA_NAME,SPONS_DFE_CARE_OF_NAME,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_MAIL_FOREIGN_ADDR1,SPONS_DFE_MAIL_FOREIGN_ADDR2,SPONS_DFE_MAIL_FOREIGN_CITY,SPONS_DFE_MAIL_FORGN_PROV_ST,SPONS_DFE_MAIL_FOREIGN_CNTRY,SPONS_DFE_MAIL_FORGN_POSTAL_CD,SPONS_DFE_LOC_US_ADDRESS1,SPONS_DFE_LOC_US_ADDRESS2,SPONS_DFE_LOC_US_CITY,SPONS_DFE_LOC_US_STATE,SPONS_DFE_LOC_US_ZIP,SPONS_DFE_LOC_FOREIGN_ADDRESS1,SPONS_DFE_LOC_FOREIGN_ADDRESS2,SPONS_DFE_LOC_FOREIGN_CITY,SPONS_DFE_LOC_FORGN_PROV_ST,SPONS_DFE_LOC_FOREIGN_CNTRY,SPONS_DFE_LOC_FORGN_POSTAL_CD,SPONS_DFE_EIN,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_NAME,ADMIN_CARE_OF_NAME,ADMIN_US_ADDRESS1,ADMIN_US_ADDRESS2,ADMIN_US_CITY,ADMIN_US_STATE,ADMIN_US_ZIP,ADMIN_FOREIGN_ADDRESS1,ADMIN_FOREIGN_ADDRESS2,ADMIN_FOREIGN_CITY,ADMIN_FOREIGN_PROV_STATE,ADMIN_FOREIGN_CNTRY,ADMIN_FOREIGN_POSTAL_CD,ADMIN_EIN,ADMIN_PHONE_NUM,LAST_RPT_SPONS_NAME,LAST_RPT_SPONS_EIN,LAST_RPT_PLAN_NUM,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME,SPONS_SIGNED_DATE,SPONS_SIGNED_NAME,DFE_SIGNED_DATE,DFE_SIGNED_NAME,TOT_PARTCP_BOY_CNT,TOT_ACTIVE_PARTCP_CNT,RTD_SEP_PARTCP_RCVG_CNT,RTD_SEP_PARTCP_FUT_CNT,SUBTL_ACT_RTD_SEP_CNT,BENEF_RCVG_BNFT_CNT,TOT_ACT_RTD_SEP_BENEF_CNT,PARTCP_ACCOUNT_BAL_CNT,SEP_PARTCP_PARTL_VSTD_CNT,CONTRIB_EMPLRS_CNT,TYPE_PENSION_BNFT_CODE,TYPE_WELFARE_BNFT_CODE,FUNDING_INSURANCE_IND,FUNDING_SEC412_IND,FUNDING_TRUST_IND,FUNDING_GEN_ASSET_IND,BENEFIT_INSURANCE_IND,BENEFIT_SEC412_IND,BENEFIT_TRUST_IND,BENEFIT_GEN_ASSET_IND,SCH_R_ATTACHED_IND,SCH_MB_ATTACHED_IND,SCH_SB_ATTACHED_IND,SCH_H_ATTACHED_IND,SCH_I_ATTACHED_IND,SCH_A_ATTACHED_IND,NUM_SCH_A_ATTACHED_CNT,SCH_C_ATTACHED_IND,SCH_D_ATTACHED_IND,SCH_G_ATTACHED_IND,FILING_STATUS,DATE_RECEIVED,VALID_ADMIN_SIGNATURE,VALID_DFE_SIGNATURE,VALID_SPONSOR_SIGNATURE,ADMIN_PHONE_NUM_FOREIGN,SPONS_DFE_PHONE_NUM_FOREIGN,ADMIN_NAME_SAME_SPON_IND,ADMIN_ADDRESS_SAME_SPON_IND,PREPARER_NAME,PREPARER_FIRM_NAME,PREPARER_US_ADDRESS1,PREPARER_US_ADDRESS2,PREPARER_US_CITY,PREPARER_US_STATE,PREPARER_US_ZIP,PREPARER_FOREIGN_ADDRESS1,PREPARER_FOREIGN_ADDRESS2,PREPARER_FOREIGN_CITY,PREPARER_FOREIGN_PROV_STATE,PREPARER_FOREIGN_CNTRY,PREPARER_FOREIGN_POSTAL_CD,PREPARER_PHONE_NUM,PREPARER_PHONE_NUM_FOREIGN,TOT_ACT_PARTCP_BOY_CNT,SUBJ_M1_FILING_REQ_IND,COMPLIANCE_M1_FILING_REQ_IND,M1_RECEIPT_CONFIRMATION_CODE,ADMIN_MANUAL_SIGNED_DATE,ADMIN_MANUAL_SIGNED_NAME
"20170724142000P030063005265001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"FIBERESIN INDUSTRIES INC. EMPLOYEES 401K PROFIT SHARING PLAN","004","1987-09-01","FIBERESIN INDUSTRIES, INC.",,,"P.O. BOX 88","N48W37031 E WISCONSIN AVENUE","OCONOMOWOC","WI","53066",,,,,,,,,,,,,,,,,,"391277068","2625674427","321210",,,,,,,,,,,,,,,,,,,,,,,,,67,51,0,14,65,,65,,,,"2E2G2J2K",,"1",,"1",,"1",,"1",,"1",,,,"1","1","1","1",,,"FILING_RECEIVED","2017-07-24",,,,,,"1",,,,,,,,,,,,,,,,,54,,,,"2017-07-17T07:00:00-0500","MIKE MACDOUGAL"
"20170724142030P040067251697001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"RAYMOND MASCOLO, D.D.S., P.C. PROFIT SHARING PLAN","001","2004-01-01","RAYMOND MASCOLO, D.D.S., P.C.",,,"242 MAIN STREET",,"ISLIP","NY","11751",,,,,,,,,,,,,,,,,,"113326331","6312247660","621210",,,,,,,,,,,,,,,,,,,"2017-06-26T14:07:05-0500","RAYMOND MASCOLO","2017-06-26T14:07:05-0500","RAYMOND MASCOLO",,,8,8,0,0,8,0,8,8,0,,"2A2E3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,8,,,,,
"20170724142034P030063006913001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","0","0",,"RIMROCK FOUNDATION","502","2016-01-01","RIMROCK FOUNDATION",,,"1231 N 29TH ST",,"BILLINGS","MT","591010122",,,,,,,"1231 N 29TH ST",,"BILLINGS","MT","591010122",,,,,,,"810302870","4062483175","621420",,,,,,,,,,,,,,,,,,,"2017-07-24T14:16:44-0500","LENETTE KOSOVICH","2017-07-24T14:16:44-0500","LENETTE KOSOVICH",,,120,136,,,136,,136,,,,,"4B4D4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,"ANGELA BOOS","RIMROCK FOUNDATION","1231 N 29TH ST",,"BILLINGS","MT","59101",,,,,,,"4062483175",,,"2",,,,
"20170724142039P040067251873001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RAWHIDE, INC., WELFARE PLAN","502","2000-01-01","RAWHIDE, INC.",,"PAUL A. STEFFENSMEIER","E7475 RAWHIDE RD",,"NEW LONDON","WI","549619025",,,,,,,"E7475 RAWHIDE RD",,"NEW LONDON","WI","549619025",,,,,,,"391052471","9209826100","624310",,,,,,,,,,,,,,,,,,,"2017-07-21T15:32:25-0500","PAUL STEFFENSMEIER",,,,,122,135,,,135,,135,,,,,"4B4D4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,122,"2",,,,
"20170724142043P040067252017001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TUV SUD AMERICA HEALTH PLAN","501","2014-08-01","TUV SUD AMERICA",,,"10 CENTENNIAL DR",,"PEABODY","MA","019607938",,,,,,,"10 CENTENNIAL DR",,"PEABODY","MA","019607938",,,,,,,"042951698","9785732539","541990",,,,,,,,,,,,,,,,,,,"2017-07-24T12:16:03-0500","DORIS BARNHOUSE","2017-07-24T12:16:03-0500","DORIS BARNHOUSE",,,294,308,,,308,,308,,,,,"4A","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,"JP FARLEY CORPORATION","29055 CLEMENS RD",,"WESTLAKE","OH","44145",,,,,,,"4402504300",,294,"2",,,,
"20170724142050P030063007729001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ROSEBURG FOREST PRODUCTS HEALTH AND WELFARE PLAN","501","2006-01-01","ROSEBURG FOREST PRODUCTS",,,"PO BOX 1088",,"ROSEBURG","OR","97470",,,,,,,,,,,,,,,,,,"931240670","5416793311","321210",,,,,,,,,,,,,,,,,,,"2017-07-24T14:20:40-0500","P MARTIN DALEY",,,,,837,861,14,0,875,,,,,,,"4A4B4D4F4H4I4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,826,"2",,,,
"20170724142056P040067252401001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DOOTEL INVESTMENTS INC 401(K) PROFIT SHARING PLAN & TRUST","001","2015-02-01","DOOTEL INVESTMENTS INC",,,"5400 N DIXIE HWY, SUITE 10",,"BOCA RATON","FL","33487",,,,,,,,,,,,,,,,,,"510521074","5619978090","812990",,,,,,,,,,,,,,,,,,,"2017-07-24T02:20:53-0500","ANDREW DOOLEY",,,,,0,45,0,0,45,0,45,18,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,36,,,,,
"20170724142145P030003005813001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RAWHIDE, INC., MEDICAL PLAN","501","1995-02-01","RAWHIDE, INC.",,"PAUL A. STEFFENSMEIER","E7475 RAWHIDE RD",,"NEW LONDON","WI","549619025",,,,,,,"E7475 RAWHIDE RD",,"NEW LONDON","WI","549619025",,,,,,,"391052471","9209826100","624310",,,,,,,,,,,,,,,,,,,"2017-07-21T15:33:49-0500","PAUL STEFFENSMEIER",,,,,100,109,,,109,,109,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,100,"2",,,,
"20170724142145P040052557293001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TUV SUD AMERICA DENTAL PLAN","502","2014-08-01","TUV SUD AMERICA",,,"10 CENTENNIAL DR",,"PEABODY","MA","019607938",,,,,,,"10 CENTENNIAL DR",,"PEABODY","MA","019607938",,,,,,,"042951698","9785732539","541990",,,,,,,,,,,,,,,,,,,"2017-07-24T12:13:57-0500","DORIS BARNHOUSE","2017-07-24T12:13:57-0500","DORIS BARNHOUSE",,,303,314,,,314,,314,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,"JP FARLEY CORPORATION","29055 CLEMENS ROAD",,"WESTLAKE","OH","44145",,,,,,,"4402504300",,303,"2",,,,
"20170724144412P040055631847001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"THE LYONS COMPANIES, LLC WELFARE BENEFITS","501","2013-01-01","THE LYONS COMPANIES, LLC",,,"11401 ELECTRON DRIVE",,"LOUISVILLE","KY","40299",,,,,,,,,,,,,,,,,,"260645027","5022670087","332300",,,,,,,,,,,,,,,,,,,,,,,,,182,180,,,180,,180,,,,,"4A4B4D4E4F","1",,,,"1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2017-07-24",,,,,,"1",,,,,,,,,,,,,,,,,182,"2",,,"2017-07-24T01:00:00-0500","MARK ELAM"
"20170724144423P040055632551001","2016-01-01","2016-12-31","3",,"0","0","0","0","0","0","0","0","0",,"SIZZLING STEAK CONCEPTS 401(K) PLAN","001","2008-02-01","SIZZLING STEAK CONCEPTS, INC",,,"11655 HAYNES BRIDGE ROAD",,"ALPHARETTA","GA","30009",,,,,,,,,,,,,,,,,,"721191782","6785273370","722511",,,,,,,,,,,,,,,,,,,"2017-07-24T14:43:48-0500","PATRICIA MORRIS",,,,,579,407,0,152,559,1,560,422,75,,"2E2F2G2J2K2T3B3D3H",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,448,,,,,
"20170724144424P040055632615001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ANCHOR BREWERS AND DISTILLERS EMPLOYEE BENEFIT PLAN","501","2002-01-01","ANCHOR BREWERS AND DISTILLERS",,,"1705 MARIPOSA STREET","SAN FRANCISCO, CA 94107","SAN FRANCISCO","CA","94107",,,,,,,,,,,,,,,,,,"272332086","4158638350","312120",,,,,,,,,,,,,,,,,,,"2017-07-24T14:43:53-0500","J.M. CIARAN BYRNE, COO,CFO",,,,,160,153,3,0,156,,,,,,,"4A4B4D4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","9","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,156,"2",,,,
"20170724154333P040052657181001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DUNMORE CORPORATION INCENTIVE SAVINGS PLAN & TRUST","001","1989-04-01","DUNMORE CORPORATION",,,"145 WHARTON ROAD",,"BRISTOL","PA","19007",,,,,,,,,,,,,,,,,,"221903518","2157818895","339900",,,,,,,,,,,,,,,,,,,"2017-07-24T15:40:02-0500","MARY SULLIVAN",,,,,206,139,0,50,189,0,189,9,0,,"2E2J2K2F2G3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,152,,,,,
"20170724154346P040067394417001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CITY FINANCIAL CORPORATION 401(K) AND PROFIT SHARING PLAN","001","1954-01-01","CITY FINANCIAL CORPORATION",,,"30 SOUTH MERIDIAN STREET","SUITE 600","INDIANAPOLIS","IN","46204",,,,,,,,,,,,,,,,,,"204794360","3176344400","523110","CITY FINANCIAL CORPORATION",,"30 SOUTH MERIDIAN STREET","SUITE 600","INDIANAPOLIS","IN","46204",,,,,,,"204794360","3176344400",,,,"2017-07-24T15:10:18-0500","MATTHEW JUSTICE","2017-07-24T15:41:56-0500","MICHAEL BOSWAY",,,301,134,13,73,220,0,220,212,8,,"2E2F2G2J2K2T3D3H",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,236,,,,,
"20170724154500P040052659469001","2016-01-01","2016-12-31","2",,"0","1","0","0","0","1","0","0","0",,"CCB COMMUNITY BANK 401K PROFIT SHARING PLAN","001","1966-01-01","CCB COMMUNITY BANK",,,"225 E THREE NOTCH ST",,"ANDALUSIA","AL","36420",,,,,,,,,,,,,,,,,,"630258819","3342222561","522110",,,,,,,,,,,,,,,,,,,"2017-07-24T15:44:35-0500","MICHELLE PERDUE","2017-07-24T15:44:35-0500","MICHELLE PERDUE",,,131,104,1,32,137,0,137,127,1,,"2E2F2G2J2K2T3D",,"1","0","1","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,97,,,,,
"20170724154500P040052659677001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SENTRY SALES PRODUCERS' LTD PLAN","513","1995-01-01","SENTRY INSURANCE A MUTUAL COMPANY",,,"1800 NORTH POINT DRIVE",,"STEVENS POINT","WI","54481",,,,,,,,,,,,,,,,,,"390333950","7153466000","524150",,,,,,,,,,,,,,,,,,,"2017-07-24T15:44:48-0500","PAM PETERS",,,,,231,221,0,0,221,0,,,,,,"4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,231,"2",,,,
"20170724154513P040052660029004","2016-01-01","2016-12-31","2",,,,,,,,,,,,"JOHN J HEMMINGER CONST CO INC PROFIT SHARING PLAN","001","2001-01-01","HEMMINGER CONSTRUCTION CO. INC.",,,"P.O. BOX 636",,"BATH","OH","44310",,,,,,,,,,,,,,,,,,"341048567","3306664166","236200",,,,,,,,,,,,,,,,,,,"2017-07-24T15:09:35-0500","MARK HEMMINGER",,,,,1,1,0,0,1,0,1,1,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,"SCHULTE & COMPANY CPAS, INC.","SCHULTE & COMPANY CPA'S, INC.","600 S CLEVELAND MASSILLON RD",,"FAIRLAWN","OH","443333022",,,,,,,"3306700600",,1,,,,,
"20170724154513P040052660029005","2016-01-01","2016-12-31","2",,,,,,,"1",,,,,"GLOTTA ASSOCIATES PC EMPLOYEES PROFIT SHARING TRUST","001","1985-03-01","GLOTTA & ASSOCIATES, P.C.",,,"220 BAGLEY AVE., SUITE 808",,"DETROIT","MI","48226",,,,,,,,,,,,,,,,,,"382411331","3139631320","541110",,,,,,,,,,,,,,,,,,,"2017-07-24T15:11:16-0500","RONALD GLOTTA",,,,,6,3,0,2,5,0,5,5,0,,"2E2J",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,"PAT J PAIGE","PAIGE & COMPANY, P.C.","30850 TELEGRAPH RD STE 100",,"BINGHAM FARMS","MI","480254551",,,,,,,"2485400250",,3,,,,,
"20170724154513P040052660029003","2016-01-01","2016-12-31","2",,,,,,,,,,,,"B & W PAINT CONTRACTORS INC SEP","001","2005-01-01","B & W PAINT CONTRACTORS INC",,,"1548 BRIAR BEND DR",,"FRIENDSWOOD","TX","77546",,,,,,,,,,,,,,,,,,"741984168","2813822559","238100",,,,,,,,,,,,,,,,,,,"2017-07-24T16:02:18-0500","JOHN WILKERSON","2017-07-24T16:02:31-0500","JOHN WILKERSON",,,1,1,0,0,1,0,1,1,0,,"2E3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,
"20170724154513P040052660029006","2016-01-01","2016-12-31","2",,,,,,,,,,,,"JOHN J HEMMINGER CONST CO INC MONEY PURCHASE PLAN","002","2001-01-01","HEMMINGER CONSTRUCTION CO. INC.",,,"P.O. BOX 636",,"BATH","OH","44310",,,,,,,,,,,,,,,,,,"341048567","3306664166","236200",,,,,,,,,,,,,,,,,,,"2017-07-24T15:11:49-0500","MARK HEMMINGER",,,,,1,1,0,0,1,0,1,1,0,,"2C2H",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,
"20170724154513P040052660029001","2016-01-01","2016-12-31","2",,,,,,,"1",,,,,"LEWIS BROTHERS BAKERIES INC SAVINGS PLAN","021","1988-08-01","LEWIS BROTHERS BAKERIES, INC.",,,"500 NORTH FULTON AVENUE",,"EVANSVILLE","IL","47710",,,,,,,,,,,,,,,,,,"370636783","8124254642","311800",,,,,,,,,,,,,,,,,,,"2017-07-18T08:48:29-0500","JEFF SANKOVITCH","2017-07-18T08:48:39-0500","JEFF SANKOVITCH",,,261,204,0,57,261,0,261,,0,,"2E2J",,"1",,"1",,"1",,"1",,,,,"1",,"1","1","1","1",,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,"DAVID A. HAAS","GRAY HUNTER STENN LLP","2602 W DEYOUNG ST",,"MARION","IL","62959",,,,,,,"6189932647",,223,,,,,
"20170724154618P040067399201001","2016-01-01","2016-12-31","2",,"0",,"0","0","0",,,,,,"FEI, INC. 2013 SECOND RESTATED EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","002","2006-01-01","FEI INC",,,"913 14TH ST SW",,"VALLEY CITY","ND","580724202",,,,,,,,,,,,,,,,,,"411626638","7018451113","423800",,,,,,,,,,,,,,,,,,,"2017-07-24T15:46:14-0500","CHRISTY FLIFLET","2017-07-24T15:46:14-0500","CHRISTY FLIFLET",,,54,39,0,11,50,0,50,50,0,,"2I2P2Q3I",,,,"1",,,,"1",,"1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,42,,,,,
"20170724154621P040067399313001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SINY CORP DBA MONTEREY MILLS EMPLOYEE BENEFITS PLAN","508","2002-01-01","SINY CORP DBA MONTEREY MILLS",,,"1725 EAST DELAVAN DRIVE",,"JANESVILLE","WI","53546",,,,,,,,,,,,,,,,,,"391806343","6083732944","314000",,,,,,,,,,,,,,,,,,,"2017-07-24T15:43:22-0500","JOHN JANKE",,,,,105,104,0,0,104,,,,,,,"4A4B4D4E4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,104,"2",,,,
"20170724154633P040067399729001","2016-01-01","2016-12-31","3",,"0","0","0","0","0","0","0","0","0",,"ETF ADVISOR K MEP PLAN","336","2013-01-01","WESTCHESTER MATRIMONIAL LLC",,,"445 HAMILTON AVE STE 607",,"WHITE PLAINS","NY","10601",,,,,,,,,,,,,,,,,,"453214736","9173700698","541110","FIDUCIARY WISE, LLC",,"225 WEST 3RD STREET","SUITE 121","LONG BEACH","CA","90802",,,,,,,"813799174","7143312623","FIDUCIARY DOCTORS","451427680","336","2017-07-24T15:35:51-0500","T R BICK",,,,,3,4,0,0,4,0,4,3,0,,"2E2F2G2K2J2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,3,,,,,
"20170724154646P040067400113001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AARS & WELLS, INC. 401(K) PROFIT SHARING PLAN","001","2006-01-01","AARS & WELLS, INC.",,,"3500 MAPLE AVENUE, SUITE 850",,"DALLAS","TX","75219",,,,,,,,,,,,,,,,,,"731643183","2144460996","541800",,,,,,,,,,,,,,,,,,,"2017-07-24T15:36:59-0500","ALEX WELLS","2017-07-24T15:37:00-0500","ALEX WELLS",,,8,5,0,1,6,0,6,6,0,,"2E2G2J2K3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,"WAKE FINANCIAL GROUP, INC.",,"P.O. BOX 536029",,"GRAND PRAIRIE","TX","75053",,,,,,,"9726416636",,6,,,,,
"20170724154654P030050301021001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NEW BUILDINGS INSTITUTE INC 401(K) PROFIT SHARING PLAN & TRUST","001","2008-01-01","NEW BUILDINGS INSTITUTE INC",,,"623 SW OAK ST. FL. 3",,"PORTLAND","OR","97205",,,,,,,,,,,,,,,,,,"680401509","5037617339","541990",,,,,,,,,,,,,,,,,,,"2017-07-24T03:46:50-0500","ANNA GABIS",,,,,23,17,0,6,23,0,23,23,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,
"20170724154703P040067400753001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"QUISENBERRY ARCARI ARCHITECTS, LLC 401(K) PLAN","001","2003-09-01","QUISENBERRY ARCARI ARCHITECTS, LLC",,,"318 MAIN STREET",,"FARMINGTON","CT","060322961",,,,,,,,,,,,,,,,,,"061533908","8606774594","541310",,,,,,,,,,,,,,,,,,,"2017-07-24T11:46:11-0500","DAVID QUISENBERRY",,,,,26,23,0,3,26,0,26,26,0,,"2K2T3B3D2J2A2E2F2G",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,22,,,,,
"20170724154703P030050301341001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CENTERPOINT AVIATION LAW PLLC 401K PLAN","001","2009-01-01","CENTERPOINT AVIATION LAW PLLC",,,"8618 NE 143RD ST.","SUITE 100","KIRKLAND","WA","98034",,,,,,,,,,,,,,,,,,"263344969","2068055700","541110",,,,,,,,,,,,,,,,,,,"2017-07-24T15:46:09-0500","STEPHANIE BURNETT","2017-07-24T15:46:09-0500","STEPHANIE BURNETT",,,11,7,1,3,11,0,11,8,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,6,,,,,
"20170724154707P030050301389001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SENTRY SALES PRODUCER SEVERANCE PAY PLAN","514","2004-07-01","SENTRY INSURANCE A MUTUAL COMPANY",,,"1800 NORTH POINT DRIVE",,"STEVENS POINT","WI","54481",,,,,,,,,,,,,,,,,,"390333950","7153466000","524150",,,,,,,,,,,,,,,,,,,"2017-07-24T15:46:03-0500","PAM PETERS",,,,,271,386,0,0,386,0,,,,,,"4I","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2017-07-24","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,393,"2",,,,
